total_earnings,prct_earnings_africa,prct_earnings_Asia,prct_earnings_North_America,prct_earnings_Europe,prct_earnings_South_America,prct_earnings_Australia_and_Ocean
7046404850,0.08,40.25,33.35,10.26,8.87,0.41
